Timestamp,Why would you rather not have children? ,Please explain your previous answer.,
5/7/2015 15:20:03,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","The actual primary reason I don't want to have children is because my families life expectancy is low, my father died when he was 57. I'm all ready almost 30 so what does that tell you? I have bad genes that I don't wish on anyone. Plus, I'm in the lower income bracket, just like both my parents, I can't give a child a good life, if I'm living paycheck to paycheck... and once you're in a income bracket breaking out of it is incredibly hard. On top of that the world is overpopulated as is, it doesn't need more people using up the resources. ",
5/7/2015 15:20:05,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 15:20:55,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I've never had the slightest desire to be a parent. I'm now 50 years old, and feel the same way about it as I did as a child/adolescent. Having looked after a terminally ill parent for years, I especially have no desire to go through the stress of that responsibility again.",
5/7/2015 15:21:03,I like my life as it is.,"I am not prioritizing my career over children.   I love children.  I have a strong and positive relationship with my parents.  I am financially stable and can afford children.  And yet... I choose not to have children.  There should have been an option for ""Other"" for this survey question.  Yes, I do like my life as it is but this is NOT the reason why I choose not to have children. 

Given the circumstances of the current population's mismanagement of the earth's resources and the trend toward corporations owning and managing far too many facets of the US, including its government, paired with the greedy, short-sighted, lack of responsibility and integrity in all/most things environmental and social - it is better for me not to bring more life into a world that seems to be sliding rapidly into decline. I would feel morally irresponsible for bringing children into this type of environment.  

Why would I bring a child into the world when the earth is dying? And the mainstream food source is contaminated by corporations such as Monsanto?  And the typical work week is now 50+ hours? And most families have both parents working and some parents working multiple jobs to make ends meet?  Where active parenting is devalued by society as a whole because parents are focused on surviving and are not supported by their community and government in the most critical of ways (livable minimum wage, reasonably priced and usable health insurance, competitive public education) that would enable time to connect and actively raise children?   As a responsible human being - I would not bring children into the world as it is to placate my selfish desires of parenthood. ",
5/7/2015 15:23:24,"I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 15:23:29,"I want to prioritize my career., I don’t like children., I like my life as it is.","I've never had the desire to have kids of my own, I would sooner do the more humane act of adopting a child before I would add to the population.  I don't need a genetic link to call a child son or daughter and fit for them to call me mom.  I have different priorities in life, all of which have to do with giving to others.  I cannot give to others the way I see fit if I were to be stricken with parenthood.",
5/7/2015 15:23:39,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 15:28:20,I like my life as it is.,"I enjoy my life how it is now. I have always had visions of my future; owning a farm, raising animals, having a career. Raising children was never something I dreamt about, even as a young women when most of my friends were setting up their dream wedding and deciding on how many kids to have I was talking about how many goats I want on my farm. I do like kids, and I don't feel that I am being selfish. I just don't want to bring a kid into the world when I am not 100% enthusiastic about having one in the first place, that would not be fair to the child. I wish more women would think harder before having kids, its a lifetime commitment and you need to make sure you are 100% committed.",
5/7/2015 15:29:35,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I don't like children, never have. I just don't see the point of them - you can't have a proper conversation with them. Also, I very much like not having to share my Belgian chocolate with someone who's not going to appreciate it.",
5/7/2015 15:30:21,I like my life as it is.,"I have no maternal urges and just no desire to procreate. The responsibility of bringing another human being into the already overpopulated, horrible world, and raising it right just bewilders me. That's a HUGE responsibility! Nope, nope, nope. ",
5/7/2015 15:32:24,I don’t want the financial responsibility.,I am happy in my life that I have created for myself. I like being able to concentrate on me and my wants and needs. ,
5/7/2015 15:34:34,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I'm a 20yr old female. I had a perfectly normal childhood, with great parents, and I don't like children. In fact, I loathe being around them. I don't like mess, I don't like loud noises and I am very picky about people touching my belongings. I don't like the competitive culture of motherhood these days, I don't like the entitlement of parents these days. Not having children will automatically make me more environmentally friendly than any family with children. I want the freedom to do whatever I want, whenever I want. I'd rather donate my money to homeless shelters, animal shelters, and other charitable pursuits than spend hundreds of thousands of dollars on a single child. To sum it up: I have better things to do. ",
5/7/2015 15:38:01,I like my life as it is.,I never felt maternal and didn't think they would bring anything to my life. ,
5/7/2015 15:38:36,I don’t like children.,I have never liked children. When people tell me I'm being selfish I just shrug it off as jealousy because I can live my life for me and my hubby. We can do what we want when we want and only have to worry about ourselves. I never have to worry about being woken up in the middle of the night because of someone wanting a glass of water or because they had a bad dream. I can sleep in on my days off and go to movies without bringing some screaming brat with me. Life is good.,
5/7/2015 15:42:52,I like my life as it is.,"I love kids, but I also love alone time, and I just can't see getting any with kids around! ",
5/7/2015 15:44:26,I like my life as it is.,"I love my career but it's not my entire life.
I do like children, but I prefer the role of Aunt to the role of Mother.
My relationship with my parents is fine.
While children are expensive, the financial responsibility isn't the factor that made me decide not to have them.

Having, or not having, children is a lifestyle choice. Whether or not people want to admit it, children change your life -- and neither choice is good or bad or better than the other. 

Too often, people who choose not to have children are accused of running away from responsibility, being selfish, or being emotionally broken. We're made to feel like there's something wrong with us because we don't feel compelled to procreate.

I'm choosing not to have children because I don't feel compelled to have them. Bringing a life into this world is a HUGE responsibility -- emotionally, physically, financially, etc. -- and one that shouldn't be taken lightly. Being a parent -- being a good parent -- is complicated. 

I became an Aunt at age 15 and I love that role. I love my three nieces, I love my four siblings, I love my two cats, I love all of my friends and would protect them as fiercely as a lioness protects her cubs. I do have a maternal instinct in that way, I just don't feel compelled to have my own kids.",
5/7/2015 15:49:04,I like my life as it is.,,
5/7/2015 15:51:19,I like my life as it is.,"There is one option missing from this survey and it is ""altruism."" Some of us don't want to force another soul to suffer through a difficult life in this heartless world. Some don't want to add to the overpopulation of the planet. The responses are very self-focused when many Childfree people are actually other-focused.",
5/7/2015 15:52:09,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I simply never had the desire for children, just like some people never have the desire to become an airline pilot or an accountant.  Also, I have little patience and am very bothered by things like whining, screaming, loud noises and messes. 
Last, but not least, the world is already massively overpopulated, and the last thing it needs is more humans on it.",
5/7/2015 15:53:31,"I don’t want the financial responsibility., I like my life as it is.","I don't believe I would make a good parent. Children are a huge responsibility and cost a lot. I do not hate children though!! But I love my life the way it is. I did have a crappy childhood and could tell that I was not wanted. My mother was much too young to have me, no father and no money. Then she had two more when I was 14 and I became the babysitter way too much so I know all about taking care of children. People should realize they have a choice and don't have to have children if they don't want to. ",
5/7/2015 15:54:44,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I feel as though having children would completely hijack my life. My life would no longer be my own-I would have to put my career and dreams on hold, possibly forever. Children are disgusting and awful, I can't stand being around them for long periods of time-let alone having them EVERYWHERE (including the bathroom). Trying to reason with children is like trying to bathe a cat-useless and hurtful. Kids are so expensive... If I were to give most of my income to kids now, I wouldn't be able to retire without their help, and most grown children nowadays want nothing to do with their old parents. I enjoy my OWN life as it is, and I do not need to bring more overpopulation to this earth. ",
5/7/2015 15:55:01,"I don’t like children., I have a bad relationship with my parents.",I was sexually  abused as a child. My mother beat me and told me the abuse was my fault. I will never ever bring a child into this messed up world. ,
5/7/2015 15:57:37,"I have a bad relationship with my parents., I like my life as it is.","I have mental health problems and I had many issues during my preteens and teens with my parents and still do now, i have seen my other siblings struggle with their children trying to bring them up right when you aren't sure yourself if you were.  I dont want to visit my family problems onto another generation. i have quite a few medical problems like diabetes and only one kidney and pcos and other gynecology problems. When i went to see a consultant for help with the gyne issues they were only interested in resolutions that involved getting me pregnant even though they told me i would never conceive without intervention.  My husband and i had always just said that we would let fate decide if we were fit to be parents but now we were sort of forced to decide for ourselves.  We decided that we didnt want to choose to have a child whose life we might mess up because of our backgrounds and our failings and our families. Also i would have to stop all my meds for my mental health problems and for my physical health problems too which would make the pregnancy really risky so why risk it.  I am turning 37 this summer and i am only really just beginning to get a handle on myself and my life and start to become happy.  I want to just be like that with me and my husband for a while.   I dont think i would be ready to be a fit mother for about another 15 years but by then technically physically its too late, so i am happy not to bother.  ",
5/7/2015 16:02:07,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",Procreation is bad for our environment at this point. We are heavily overpopulated as it is. ,
5/7/2015 16:04:20,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 16:08:25,I like my life as it is.,"There are over 7 billion people on the planet. My husband and I are doing what we can to ease the burden on our ecosystem. We have reached a level of over-consumerism that is not only unsustainable, it's detrimental to future generations. ",
5/7/2015 16:10:17,I have a bad relationship with my parents.,"I don't think my parents were very good at it, we are a very imitative species, and I was the first of four and was alone with my parents for 2 years before the next child was born. Seriously, I wasn't going to be capable of being the parent my children would deserve. To have kids under those circumstances would be irresponsible. I don't regret my decision so far.",
5/7/2015 16:11:15,I have a bad relationship with my parents.,I'm afraid I would be like my mother and I wouldn't want to subject a child to that. ,
5/7/2015 16:11:59,"I don’t want the financial responsibility., I like my life as it is.","I just never wanted to have kids. I knew it since I was a little child.
It has been quite hard to face social recrimination coming in different ways as I was born and raised in Uruguay (secular country since 1904, but it still has its catholic moral values). Fortunately, my parents have always been very supportive and open-minded, so that has been a relief.
I don't want to have children for various reasons: this is a far hostile world for non rich people, there's always been, but I guess the situation has worsen. I guess that having kids it's an enormous responsibility (not only financial, but ethical) and I don't want to find myself in the position of bringing up a child telling him/her what's right or wrong when I know that life is way more complicated and even perverse than what we all would like to believe.
Another strong reason for which I won't have kids is because I just love the small margin of freedom I have. I won't quit it!
I do hope that I would have made myself understood, despite English is not my native language (Spanish is).
¡Gracias!
Luisina. ",
5/7/2015 16:12:38,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility.","I know that having children is not the way I'll find happiness in life : I find satisfaction and happiness in doing a job I love, in spending time and doing activities with my partner, in visiting my parents and relatives, traveling worldwide…
Moreover, I don't want to physically suffer from pregnancy, and to work every single day for ""preserving my offspring from need"", preserving myself and my partner is enough for me, and seems right to me… working and spending all my free time for some human beings in permanent demand of affection is not the way I conceive a happy life.",
5/7/2015 16:15:24,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",I like peace & quiet and my time to myself. Children would irrevocably disrupt my life. I'm happiest on my own.,
5/7/2015 16:25:52,I like my life as it is.,Too much responsibility... And I think I would only be a mediocre parent.,
5/7/2015 16:31:16,I like my life as it is.,"I love children, which is exactly why I don't believe it is unfair to bring more into this world, especially here in the overconsumptive US of A. We are not making the necessary urgent bold decisions necessary for this planet to continue to be inhabitable for humans.",
5/7/2015 16:37:29,"I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.",I'm honest enough to admit I'm selfish and don't want to bothered by children and the burden of all the responsibilities. My body is also my temple and having a human inside me scares me too much.,
5/7/2015 16:42:40,"I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 16:49:33,I don’t like children.,"I am just not fond of children, plain and simple.  I prefer fur children.",
5/7/2015 16:53:32,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 16:56:40,I have a bad relationship with my parents.,My parents have inflicted so many issues in me I don't want to do that to my children,
5/7/2015 16:57:36,I like my life as it is.,I like children - I'm a teacher. But the world is overpopulated - and I don't think my genetic material is so special that I need to add to the problem. I also think about days when I'm sad and wonder 'why would I make someone who could feel like this? I can't guarantee someone's happiness.',
5/7/2015 16:59:15,"I don’t like children., I like my life as it is.","I feel that only those people who truly desire and are emotionally prepared for parenthood should choose it, and people should not feel that they are expected to breed because of their surrounding social 'norms'. There is (still--in 2015!) a huge amount of expectation and pressure on young couples to procreate, when in many cases they really aren't cut out for it. I think there are many unhappy people on this planet who were brought into the world by people who thought having children would force them to act as an adult, or was necessary for social/religious reasons or they wanted ""someone to love them"" ...whatever--every reason EXCEPT truly wanting to bring up a living being.",
5/7/2015 16:59:49,I don’t like children.,I have never liked or wanted children. ,
5/7/2015 17:02:45,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I have never had even an inkling of maternal instinct towards babies or children.  I've been certain since I was an adolescent that I never wanted children.  Now in my mid-thirties, that choice has never wavered.  I love the freedom to travel and be social whenever and wherever I choose.  I especially enjoy using the extra time and money (that I would otherwise have had to funnel into childrearing) for volunteer efforts and charitable giving instead.  Setting my own schedule is another huge plus.  If I want to stay out partying or stay in to binge watch Netflix until 4:00 AM and then sleep until noon on a weekend, I have that luxury.  I work a full time day job, but also run my own photography studio on evenings and weekends.  This creative outlet is my passion, and I would not have the time for both jobs plus volunteer work if I were to alter my life with the presence of a child.  I love my life and the enthusiasm inherent in my personal situation, and could not imagine changing it.  Being Childfree is simply another life choice which each person should be aware they have as an option.  I truly believe I've got bigger and better ways to contribute to society and the greater good than procreation. ",
5/7/2015 17:09:22,I don’t like children.,"I have just never wanted children.
 I do not enjoy their company. Pregnancy terrifies and disgusts me. 
The world is overpopulated as it is. 
I enjoy my relationships with my boyfriend, mom, grandmother, & friends, your children monopolize your time and every other relationship in your life suffers. ",
5/7/2015 17:14:20,I have a bad relationship with my parents.,"About my up bringing & having very selfish parent one alcoholic & one manics depressive  the way I was brought up & treated??? 

No thanks I was not given what it takes to have children...ex: patience, moral, resilience,follow through,discipline & good example...some of the reason I choose not too.

I have so much love to give, & all of my friends trusted me with their own children & they know how much I love children.

Sure it does break my heart today at 66 yrs young!!! well back then I knew I wasn't fit to be/ did not have what it takes
Today I know much better thank God 

Lisa & thanks for this survey God Bless




",
5/7/2015 17:16:03,I like my life as it is.,"At any given moment, any one of the choices above could be true. Add the fact that our planet is already taxed on so many levels. Seems like the responsible, ethical things to do. ",
5/7/2015 17:16:52,I don’t like children.,"I don't see them as a ""miracle"" more like life sentence in prison. I saw many intelligent and successful women turned into slaves to their children and loosing their own personality just because of kids. ",
5/7/2015 17:17:46,I like my life as it is.,"My husband and I are perfectly happy the way things are. We like children, but have no interest in raising our own. We enjoy flexibility in our life and gladly channel nurturing instincts elsewhere (pets, garden, friends' kids, volunteering)",
5/7/2015 17:19:54,I like my life as it is.,,
5/7/2015 17:22:26,"I don’t like children., I don’t want the financial responsibility.",,
5/7/2015 17:22:59,"I don’t want the financial responsibility., I like my life as it is.","I knew from a very early age I would never want children. I didn't like to play with dolls, and would never, ever be the ""mommy"" in play. I'm not drawn to children, and don't enjoy being around them for long. I never had a romantic view of child rearing; that was dispelled early on when I was 12 and forced to raise my newborn sister while my mother worked. Later, I worked with infants at a daycare and then as a nanny. I realized that my autonomy was much to valuable to create a human being that was completely dependent on me. When you have to give up your life to care for an ailing loved one, it's considered a tragedy; when you create a dependent out of thin air, it's considered a miracle. As if personal reasons were not enough, there are simply too many of us on this fragile planet. Nothing I could personally do to this planet, short of owning a factory that dumps toxic waste, could ever equal the environmental destruction caused by having just ONE First-World child. ",
5/7/2015 17:23:07,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",I don't want children because I don't want them.,
5/7/2015 17:23:24,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",I've always known I didn't want kids. I had a hysterectomy two years ago and it changed my life for the better! ,
5/7/2015 17:25:22,"I don’t want the financial responsibility., I like my life as it is.","I grew up with a disabled sibling in a poor household. My family barley had food in the fridge, and we never went on family vacations ever. My life is so much better for not having children because I can give myself the gift of a college education and a beautiful, comfortable life, something I never had as a child. Despite all the obstacles, I have pursued my education, found love, and have a bright financial future, which I do not feel I could have established had I spent my time changing diapers. I have a healthy life and a bright future, with endless potential. I wouldn't trade it for anything. My life is full of freedom, and I value that freedom above all else.",
5/7/2015 17:27:13,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility.","Are men ever asked this question? 

Children are just not part of a plan I have for myself. I want to be happy. A life of happiness for a woman, does not need to include children. ",
5/7/2015 17:29:24,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","I really want to focus on my career and new husband,I cannot stand a unruley child, and I have a lot of mental illness that runs in my family that I don't want to give to my child, and adoption I might do but don't want financial responsibility, I also feel that there is to many people in this world we don't need to bring in any more child for selfish reasons because you want one for your desire. Adopt if you eBay kids",
5/7/2015 17:29:28,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.","Life is not limited in the number of experiences available, but regardless of what you are told, one person cannot experience everything. It's a simple fact of life.

I never felt maternal towards babies. Whatever makes a woman able to relate to children and be good with children, I simply lack it. Whatever people mean when they say they feel the biological clock, I never experienced and frankly, don't care to. 

Instead, I've been gifted with a limitless love of art and travel. I will stop and stare at a well-done mural. I will jump on a plane in a moment, if someone asks me to photograph something or someone. And I feel a rush of euphoria every time the plane takes off from the Tarmac. 

Not having children has opened my life to a plethora of experiences and possibilities that, as i know now and have known every time I book a plane ticket, I would never be able to experience if I had a child. I cannot imagine trading in my life for becoming a mother. It's something that I just plain cannot picture. 

Moreover, American parenting has become almost cult-like. The pressure put on mothers, often by their fellow mothers and doubled down upon by ""well meaning"" friends and relatives is so intense that it amazes me how we don't hear more stories of new mothers having nervous breakdowns. The absolutely visceral reaction that Leslie Bennetts receives when she wrote and published ""The Feminine Mistake"" only further underscores how much women are willing to hold onto the image of perfection, whatever the risks are, often at heir own peril. Motherhood only intensifies such pressure. 

So why subject myself to this? 

Logically, why? 

If I don't feel whatever thing that women are supposed to feel towards becoming a mother, is there any reason for me, really, to take the jump? 

Women like myself are often harangued with the age-old ""You will love the baby once it's born!"" - a fallacy that has been repeatedly disproved with news stories of child abuse through the years. Really? Then can we get a refund if it doesn't work out? 

In all reality, I like my life - gypsy-free, adventurous, and full of experiences that I doubt I'd ever have otherwise - precisely the way it is. There's nothing wrong with taking a different path. What's wrong is that the childfree choice is questioned in a way that motherhood will never be. ",
5/7/2015 17:34:11,I like my life as it is.,"I just don't feel called to it, and everything I would like about parenting, I can do as a teacher, aunt or cousin. I really like coming home to no children.",
5/7/2015 17:34:27,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","The simplest anwer is that we just don't want them- there's no desire from either of us to want to involve ourselves in that. There are a ton of logical reasons that go along with it too, of course- we like our life the way it is (especially our sleep!), we can't afford it, we don't really like kids in general, we don't want to contribute to the world's overpopulation, we'd like to pursue what makes us deeply happy, we'd rather give our love to our pets, we'd rather live for ourselves and each other, and so on. But it really all boils down to 'we just don't want any'. ",
5/7/2015 17:35:14,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","I clicked all of them because NONE OF THEM APPLY. Why are these myths perpetuated by the media? All the people I know who are childfree have chosen this because they care deeply about the environment and have recognized that overpopulation is a major contributing factor. Many childfree by choice people I know adopt and care deeply about the lives that orphan children have. Everyone I know encourages adoption instead of having your own children. Until everyone on the planet has shelter, food, clean water, heath care, education and choices adding to the problem with additional humans is just.......well inhumane.",
5/7/2015 17:39:41,"I want to prioritize my career., I have a bad relationship with my parents., I like my life as it is.",I am very career driven and know I would resent them if they got in the way. I enjoy being able to live how I want and not worry about little people's needs. My childhood was horrendous children trigger my trauma ,
5/7/2015 17:41:37,I like my life as it is.,,
5/7/2015 17:42:00,I have a bad relationship with my parents.,,
5/7/2015 17:42:45,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","Honestly, I hate children. I hear a baby cry and want to just scream. I have almost no maternal instincts and would not be a suitable parent. Rather than have a child andmess them up mentally I would rather not have children in the first place.",
5/7/2015 17:44:35,"I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","Child birth is privilege not right, besides its requires time effort money and most importantly psychologically sane individuals. How many of the latter do you see around.",
5/7/2015 17:44:38,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 17:47:48,"I don’t like children., I like my life as it is.","I have never simply had that desire to have children. Simple. Also, I find it incredibly selfish of people to have children when we live on an already overpopulated planet and there are enough children out there who need to be adopted. Why can't people adopt if they feel the need to act on their maternal drive? Also, it's selfish in my opinion to put a child into this dangerous, sad, messed up world. ",
5/7/2015 17:48:03,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I like kids in small doses but wouldn't want to care for one full time. Also as a mental health counselor, I see that good parents can still have really screwed up kids. And I don't want that chance. There are enough children in this world, I don't have the urge to add my genes to the mix. ",
5/7/2015 17:50:12,"I have a bad relationship with my parents., I don’t want the financial responsibility.","I was abused as a child,and throughout my twenties I decided that I would be childless rather than run the risk of doing the same to my child. As I grew older I realised that wouldn't happen as I was self award and different from my parents. But by then I had ingrained habits of always moving and never having long relationships. Now I have a stable job and have settled down, but I'm in my late forties. I have never felt that biological demand to have children, and although sometimes I wonder if, on the whole I'm at peace with my childlessness, I respect the decisions of my younger selves as they were made from a place of courage and honour.",
5/7/2015 17:54:44,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","Motherhood never appealed to me in the first place, and since I had social problems throughout primary and junior high school (partly due to an endocrine disorder that has already rendered me infertile and the fact that I'm biracial but don't look it) the romantic idealization of family was stubbed out.",
5/7/2015 17:55:15,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","None of those answers are accurate, and I didn't have an ""other"" option. I am childfree because I care deeply about the environment and have recognized that overpopulation is a major contributing factor. I am currently childfree because I am not at a point where I am able to raise a child. I would absolutely love to be a mother one day, but I am planning to adopt. ",
5/7/2015 17:57:12,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","My answer is not on your list. I NEVER wanted children, there are TOO MANY people here already and I saw that as a small child so I made up my mind early not to make it worse. most people are brain washed into thinking they must have children to be a good human and that is the opposite of the truth, having children is the pinnacle of self absorption.",
5/7/2015 17:58:08,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 17:58:58,I like my life as it is.,"I do not want to be responsible for more than one human being on this earth! I have no interest in the additional responsibilities of motherhood --no matter how ""worth it"" all mothers seem to think it is. 
",
5/7/2015 17:59:02,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.","All of the above plus that I dont want to lose my freedom, I cannot afford children, I have no patience, and I dont want to take care of another human being.",
5/7/2015 17:59:18,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","Pregnancy discuss me. I don't like being around kids, I don't know how to treat them. They are loud and noisy and needy. I like my sleep peace quiet money and travels.",
5/7/2015 17:59:36,"I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","I don't like children. I'm sure I would love my own, but losing my freedom to go, do and spend as I want/need for myself would not be for me.

Also, messed up people have messed up kids. I am not well-off financially or emotionally, and I wouldn't want to bring someone I love into this messed up world only to mess them up just like my own parents did to me. I love my parents, I'm sure they did the best they could. But their best wasn't THE best and I know I couldn't give a kid THE best, so I'll leave the procreation of this species to other people (that may also be an unfortunate choice, considering others are not as pragmatic as I am in my opinions of childbearing).",
5/7/2015 18:00:48,I like my life as it is.," i was afraid of childbirth, and didn't want to lose my figure. ",
5/7/2015 18:01:09,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 18:01:53,I have a bad relationship with my parents.,"I'm past the age of having children.
I decided not to have kids, 'cuz there are mental health issues in my family.",
5/7/2015 18:03:53,I like my life as it is.,None of these apply. I don't want to have children because I believe it to be morally wrong to do so. Life is cruel and full of pain. You can't protect your children from that. I would never purposefully put someone through that. ,
5/7/2015 18:03:55,I like my life as it is.,I just don't want to add another person to the mix. My life is complete and a child would just be added work and worry. ,
5/7/2015 18:04:16,"I want to prioritize my career., I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/7/2015 18:10:35,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","Along with the selected options, my main reasons are that the world is horribly over-populated with humans, and the environment is collapsing. It would be abusive to bring children into a world that is full of evil people. Children of today and the future are going to either be part of the destruction of the planet, or will witness it. They also have a high chance of being abused themselves at the hands of the overwhelming amount of human predators. The world is a mess.

Thank you.",
5/7/2015 18:11:15,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","Men do not help enough with childcare. It is always the women who end up doing all the work. The woman quits her job to look after the kids and loses her leverage in the relationship. In the event of a divorce, the mother will have to raise the kids by herself, and face difficulties re-entering the workforce with a large gap in her resume. Meanwhile the father has the kids every other weekend and he has fun with his new partner.
I am also worried about dying before the kids' father and then they are guaranteed to get a step-mother, most likely a gold-digging stepmother.
I do not want to bring anyone into this dangerous world. If I had kids I would always worry about them being bullied at school, or being subjected to sexual harassment/abuse, or not being able to find a job in this cut-throat job market. I have a number of health issues that I do not want to pass onto my offspring and watching them deal with employers who discriminate against such people (yes it's illegal, but employers are experts at circumventing employment laws).
With society fast becoming a police state, I don't want my children to be subjected to all this government spying and tyranny.",
5/7/2015 18:11:42,I like my life as it is.,"I've never felt a want/need to have children. I also enjoy a paycheck after my work is finished. I do love children and enjoy their company, but I also enjoy giving them back. Did I mention every child turns into a teenager? No thank you. ",
5/7/2015 18:12:27,I don’t like children.,I don't like babies and do not feel I should bring another life into the world when other children already need homes!,
5/7/2015 18:13:33,"I don’t want the financial responsibility., I like my life as it is.","I'm a Mexican woman, I'm 30, and I can't recall a time when I wanted children. As the years go by I can only collect reasons against breeding; personally, I don't want to spread my genes, depression, anxiety and  predisposition to addiction comes from my father's side of the family. I like to take time to be by myself as a good introvert and can't be bothered. Most people who have children don't see the financial struggle for the long run, I see it, there goes another big reason.
For what ever counts, how can I raise a child with the awful education system that Mexico has? Private schools are crazy expensive, and they favor kids from influential parents, public schools are a joke, with lazy teachers who only work as such for the benefits, and the school system is infested with political corruption.",
5/7/2015 18:13:42,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","None of the above actually apply to me. 
I think people should think before they have children rather than being selfish.",
5/7/2015 18:13:52,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",I really don't like them. I'd much rather focus on having a loving relationship with my partner and enjoy life to the fullest with him. I also have a lot of genetic things i wouldn't wanna pass on to anyone. But my number one reason is because of overpopulation. That reason alone is enough for me to tie my tubes since I'd never make a child on my own. I'd rather adopt a child in need and spare the planet in the process if i lose it one day and turn broody.,
5/7/2015 18:14:16,"I don’t want the financial responsibility., I like my life as it is.","My husband and I want to travel, and we can't do that with children. Also, I'm a high school teacher, and as much as I love my students, I see how the generations are changing and how lazy kids are becoming. 
I am very happy with my childfree life. ",
5/7/2015 18:14:47,"I want to prioritize my career., I like my life as it is.",I don't want to contribute to the overpopulation of the world and the continued suffering of people and animals due to that overpopulation. ,
5/7/2015 18:16:46,"I don’t like children., I don’t want the financial responsibility.","I don't like being pregnant. If I were male, I might be 100% fine with the ""aww how cute, my DNA's being passed down!"" but as a female.. yeah, that's sooooooo not happening. It's also not worth spending what money I have on it when there's seven billion people on the planet and we're killing off every other species in existence. ",
5/7/2015 18:18:02,I like my life as it is.,"I never seemed to develop the desire to have children. While I was abused as a child, that has little to do with my decision. My husband feels the same. He likes our life together as it is.",
5/7/2015 18:18:11,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.",Bad survey ignores global overpopulation reason.  Shame on you!!!!!,
5/7/2015 18:19:52,I like my life as it is.,"There is no correct option above.
Simply I just don't want to. I have no interest or desire. For as long as I can remember I haven't wanted children. It's just the way I was born and is as much a part of who I am as my eye colour. 
For me childfree isn't a choice it's just me and I have no more control over it than someone who is born a homosexual. For the record I don't hate children and have plenty in my life through friends and family. ",
